,title,category,price,brand
0,"Amazon Fire Phone, 32GB (AT&T)",Electronics,449.00,Amazon
1,"Amazon Fire Phone, 64GB (AT&T)",Electronics,549.00,Amazon
2,"Fire HD 6, 6"" HD Display, Wi-Fi, 8 GB - Includes Special Offers, Black",Electronics,99.00,Amazon
3,Amazon Premium Headphones,Accessory,24.99,Amazon
4,"Fire Phone Case, CINEYO(TM) heavy Duty Rugged Dual Layer Case with kickstand (Amazon Fire Phone Case Black) (Black) (Black)",Wireless Phone Accessory,24.99,Cineyo
5,"Fire Phone Case, [Star Bling] Case for Amazon Fire Phone, For Girls & Women (Lifetime Warranty) [Emerald Mint] - Dual Layer Protection [Soft Hard Tough Case] Stylish 2014 Luxury Design - Premium Custom Slim Fit",Wireless Phone Accessory,24.99,SnazzyCase
6,"Fire HD 6, 6"" HD Display, Wi-Fi, 8 GB - Includes Special Offers, White",Electronics,99.00,Amazon
7,"Amazon Leather Case for Fire Phone, Cayenne",Accessory,34.99,Amazon
8,Fire TV Stick,Electronics,39.00,Amazon
9,"SUPCASE Amazon Fire Phone Case - Unicorn Beetle PRO Series Full-body Hybrid Protective Case with Built-in Screen Protector (Black/Black), Dual Layer Design/Impact Resistant Bumper, Compatible with Fire Phone 2014 Release",Wireless Phone Accessory,39.99,Supcase
10,"Fire Phone Case, CINEYO(TM) heavy Duty Rugged Dual Layer Case with kickstand (Amazon Fire Phone Case Black) (Black) (Green)",Wireless Phone Accessory,24.99,Cineyo
11,MPERO SNAPZ Series Rubberized Case for Amazon Fire Phone - Black Paisley,Wireless Phone Accessory,500,Empire
12,"Fire Phone Case, CINEYO(TM) heavy Duty Rugged Dual Layer Case with kickstand (Amazon Fire Phone Case Black) (Black) (Purple)",Wireless Phone Accessory,24.99,Cineyo
13,Amazon Fire Phone: All You Need to Know About the First Ever Smartphone from Amazon,Kindle Edition,500,
14,"Fire HD 6, 6"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Electronics,119.00,Amazon
15,"Fire Phone Case, CINEYO(TM) heavy Duty Rugged Dual Layer Case with kickstand (Amazon Fire Phone Case Black) (Black) (Blue)",Wireless Phone Accessory,24.99,Cineyo
16,"Fire Phone Case, Spigen® [AIR CUSHION] [+Screen Shield] Amazon Fire Phone Case Bumper ULTRA HYBRID Series [Mint] Clear Back Panel Protective Bumper Case with 4-Point Rear Guard + Air Cushion Technology Corners + Full HD Japanese Screen Protector for Amazon Fire Phone (2014) - ECO-Friendly Packaging - Mint (SGP11012)",Wireless Phone Accessory,19.99,Spigen
17,Amazon Fire Game Controller,Electronics,39.99,Amazon
18,"Amazon Leather Case for Fire Phone, Black",Accessory,34.99,Amazon
19,Amazon Fire TV,Electronics,99.00,Amazon
20,"Fire Phone Case, CINEYO(TM) heavy Duty Rugged Dual Layer Case with kickstand (Amazon Fire Phone Case Black) (Black) (Hot Pink)",Wireless Phone Accessory,24.99,Cineyo
21,i-Blason Amazon Fire Case - Armorbox Dual Layer Hybrid Full-body Protective Case with Front Cover and Built-in Screen Protector / Impact Resistant Bumpers (Black),Wireless Phone Accessory,34.99,i-Blason
22,"Fire Phone Case, CINEYO(TM) heavy Duty Rugged Dual Layer Case with kickstand (Amazon Fire Phone Case Black) (Black) (Red)",Wireless Phone Accessory,24.99,Cineyo
23,"Fire Phone Case, Spigen® [AIR CUSHION] [+Screen Shield] Amazon Fire Phone Case Bumper ULTRA HYBRID Series [Metal Slate] Clear Back Panel Protective Bumper Case with 4-Point Rear Guard + Air Cushion Technology Corners + Full HD Japanese Screen Protector for Amazon Fire Phone (2014) - ECO-Friendly Packaging - Metal Slate (SGP11013)",Accessory,19.99,Spigen
24,"SUPCASE Amazon Fire Phone Case - Unicorn Beetle PRO Series Full-body Hybrid Protective Case with Built-in Screen Protector (Blue/Black), Dual Layer Design/Impact Resistant Bumper, Compatible with Fire Phone 2014 Release",Wireless Phone Accessory,39.99,Supcase
25,Motorola Moto G (2nd generation) - Global GSM - Unlocked - 8GB White,Wireless Phone Accessory,179.99,Motorola
26,"Fire Phone Case, Spigen® [AIR CUSHION] [+Screen Shield] Amazon Fire Phone Case Bumper ULTRA HYBRID Series [Gunmetal] Clear Back Panel Protective Bumper Case with 4-Point Rear Guard + Air Cushion Technology Corners + Full HD Japanese Screen Protector for Amazon Fire Phone (2014) - ECO-Friendly Packaging - Gunmetal (SGP11011)",Accessory,19.99,Spigen
27,"Belkin MiXiT Car Charger + Micro USB Cable for Amazon Fire Phone, all Kindle and Kindle Fire Models, 4 Feet (Pink)",Accessory,24.99,BELKIN
28,"Amazon Fire Phone Case, Cimo [Wave] Premium Slim TPU Flexible Soft Case for Amazon Fire Phone (2014) - Purple",Wireless Phone Accessory,29.98,Cimo
29,"Fire Phone Case, i-Blason Prime Series Dual Layer Holster Case with Kickstand and Locking Belt Swivel Clip for Amazon Fire Phone (Black)",Wireless Phone Accessory,24.99,i-Blason
30,[ARENA] GREEN LILY FLOWER COVER FITTED SNAP ON HARD CASE for AMAZON FIRE PHONE + FREE ARENA ACCESSORY KIT,Wireless Phone Accessory,500,Highest Rated Wireless
31,Moshi HD Crystal Clear No Bubble Screen Protector for the Fire Phone,Accessory,24.99,Moshi
32,Amazon Fire Phone: The A-Z Guide,Kindle Edition,500,
33,"Fire Phone Case, SGM (TM) Premium Dual Color PU Leather Case For Amazon Fire Phone With Slots For Cash And Cards (Hot Pink + Black)",Wireless Phone Accessory,29.99,SGM
34,"SUPCASE Amazon Fire Phone Case - Unicorn Beetle PRO Series Full-body Hybrid Protective Case with Built-in Screen Protector (Pink/Gray), Dual Layer Design/Impact Resistant Bumper, Compatible with Fire Phone 2014 Release",Wireless Phone Accessory,39.99,Supcase
35,"Amazon Polyurethane Case for Fire Phone, Black",Accessory,29.99,Amazon
36,Motorola Moto E - Global GSM - Unlocked - 4GB (Black),Wireless Phone Accessory,129.99,Motorola
37,i-Blason Amazon Fire Phone Case - Scratch Resistant Hybrid Clear Case / Cover with TPU Bumper (Clear),Wireless Phone Accessory,500,i-Blason
38,"JOTO Amazon Fire Phone Case - Hybrid Tri Layer Armor Cover Case with Kickstand (Flexible TPU + double Hard PC), Exclusive for Fire Phone (2014) ATT Unlocked (Dark Blue, Black)",Electronics,24.99,JOTO
39,Fire Phone Wallet Case %Uncle.Y Leather Flip Stand Case Stylish Butterfly Floral For Amazon Fire Phone,Wireless Phone Accessory,500,Uncle.Y
40,Universal Waterproof Case for Amazon Fire Phone 2014 smartphone 32GB / 64GB (AT&T) (Black),Wireless Phone Accessory,16.99,ECCRIS
41,"Fintie Amazon Fire Phone Case - [CaseBot Tuatara Series] Rugged Unibody Dual Layer Hybrid Full Protective Cover with Impact Resistant Bumper & Built-in Screen Protector, Lifetime Warranty from Fintie - Black",Wireless Phone Accessory,25.99,Fintie
42,LK Amazon Fire Phone Rugged Armor Spider 2 in 1 Combo Defender Hybrid Case Built-in Kickstand with Free Screen Protector & Stylus (Hybrid Case Purple),Wireless Phone Accessory,500,LK
43,"Belkin MiXiT Car Charger + Micro USB Cable for Amazon Fire Phone, all Kindle and Kindle Fire Models, 4 Feet (Green)",Accessory,24.99,BELKIN
44,"iOttie One Touch XL Windshield Dashboard Car Mount Holder for Amazon Fire Phone and iPhone 6 Plus (5.5), Galaxy S5/S4/Note4/Note3 (HLCRIO101)",Wireless Phone Accessory,24.99,iOttie
45,[5-PACK] Mr Shield Amazon Fire Phone Premium Clear Screen Protector with Lifetime Replacement Warranty,Wireless Phone Accessory,500,Mr Shield
46,i-Blason Amazon Fire Phone Case - Prime Series Dual Layer Holster Case with Kickstand and Locking Belt Swivel Clip (Blue),Wireless Phone Accessory,14.99,i-Blason
47,Amazon Music with Prime Music,App,0.00,Amazon.com
48,TOOPOOT(TM) New Arrival!! 9H Explosion-proof Tempered Glass Film Screen Protector FOR Amazon Fire Phone,Misc.,6.99,TOOPOOT
49,KAYSCASE ArmorBox Heavy Duty Cover Case for Amazon Fire Smartphone 2014 Version (Pink),Electronics,17.99,KaysCase
50,AT&T Radiant - No Contract  Go Phone (AT&T),Wireless Phone Accessory,99.99,AT&T
51,AT&T Z998 LTE Android Go Phone (AT&T Prepaid),Wireless Phone Accessory,159.99,AT&T
52,AT&T Avail 2 Go Phone (AT&T),Wireless Phone Accessory,79.99,AT&T
53,AT&T Z221 Prepaid GoPhone (AT&T),Wireless Phone Accessory,39.99,AT&T
54,Apple iPhone 4 Black Smartphone 16GB (AT&T),Wireless Phone Accessory,899.99,Apple
55,"AT&T GoPhone Samsung I827 Galaxy Appeal, Black",Wireless Phone Accessory,500,AT&T
56,"Unlocked HTM A9500 Quadband Dual Sim Android 4.1 Os with 5 Inch Touch Screen Smart Phone - At&t, T-mobile, H20, Simple Mobile and All Other GSM Networks (White)",Wireless Phone Accessory,500,JIAKE
57,"Samsung Galaxy S4, White Frost 16GB (AT&T)",Wireless Phone,699.99,Samsung
58,"Indigi® 5.5"" Unlocked Android 4.2 Dual-Core 3G Smartphone WiFi Bluetooth GPS AT&T T-mobile Straightalk (FACTORY UNLOCKED)",Wireless Phone Accessory,500,inDigi
59,Samsung Galaxy S3 I747 16GB AT&T Unlocked GSM 4G LTE Android Smartphone - Pebble Blue,Wireless Phone Accessory,699.99,Samsung
60,Samsung Galaxy S3 I747 16GB AT&T Unlocked GSM 4G LTE Android Smartphone - Pebble Blue,Wireless Phone Accessory,699.99,Samsung
61,"Unlocked Quadband Dual SIM Android 4.2 OS V5 with 5.5 Inch Touch Screen Smart Phone - At&t, T-mobile, H20, Simple Mobile and Other GSM Networks (White)",Wireless Phone Accessory,500,JIAKE
62,AT&T Fusion Prepaid Android GoPhone (AT&T),Wireless Phone Accessory,129.99,AT&T
63,HUAWEI Fusion 2 U8665 Unlocked GSM Android 2.3 Cell Phone - Black,Wireless Phone Accessory,99.99,AT&T
64,Samsung Galaxy S5 SM-G900A 16GB 4G LTE GSM UNLOCKED Smartphone - AT&T Version (WHITE) - 1 YEAR WARRANTY,Wireless Phone Accessory,799.99,Samsung
65,"ESON 5.5"" Android Dual Core Dual Sim Unlocked Cell Phone AT&T 3G GPS Smartphone Multi-Touch Dual Sim 2Core 3G GPS N9000W (black)",Wireless Phone Accessory,500,Eson
66,Samsung Infuse 4G I997 16GB AT&T Android Smartphone w/ 8MP Camera - Black,Wireless Phone Accessory,500,Samsung
67,"Unlocked Quadband Dual Sim Android 4.2 Os with 4.7 Inch Touch Screen Smart Phone - At&t, T-mobile, H20, Simple Mobile and All Other GSM Networks (White)",Wireless Phone Accessory,500,Best Deal USA 2013
68,Samsung Galaxy S3 Mini 4G LTE G730A at&t Unlocked GSM Android Smart Phone-Blue,Wireless Phone Accessory,299.99,Samsung
69,"Lightahead® Unlocked LA-N7702 5.5 inch HD Super Capacitive screen Dual SIM Card Android 4.1 MTK6575 GPS WiFi 3G mobile smart Phone 3G/4G on AT&T, 2G on T-mobile works with all GSM networks free case (WHITE)",Wireless Phone Accessory,199.00,Lightahead®
70,HTC Vivid 4G X710a 16GB AT&T 4G LTE Dual-Core Android Smartphone w/ 8MP Camera - Black,Unlocked Phone,450.00,HTC
71,"Samsung Galaxy S5, Copper Gold 16GB (AT&T)",Wireless Phone,699.99,Samsung
72,"HUAWEI U8652 FUSION BLUE AT&T ANDROID 3.5"" TOUCHSCREEN SMARTPHONE PREPAID NO CONTRACT",Wireless Phone Accessory,500,Huawei
73,AT&T Z431 GoPhone (AT&T),Wireless Phone Accessory,49.99,AT&T
74,HTC 8X 16GB AT&T Unlocked GSM 4G LTE Windows 8 OS Smartphone - Blue,Wireless Phone Accessory,349.99,HTC
75,HTC Desire 610 - AT&T GoPhone - No-Contract (Black),Wireless Phone Accessory,500,HTC
76,"Unlocked Quadband Dual SIM Android 4.2 OS V5 with 5.5 Inch Touch Screen Smart Phone - At&t, T-mobile, H20, Simple Mobile and Other GSM Networks (Black)",Wireless Phone Accessory,500,JIAKE
77,AT&T Nokia Lumia 635 - No Contract GoPhone,Wireless Phone Accessory,99.99,Nokia
78,Samsung Galaxy S4 I337 16GB 4G LTE Unlocked GSM Smartphone - AT&T Version (White),Wireless Phone Accessory,500,Samsung
79,HTC Inspire 4G GSM Android Gray - AT&T,Wireless Phone Accessory,500,HTC
80,Samsung Galaxy S II Skyrocket I727 16GB AT&T Unlocked GSM 4G LTE Smartphone - Black,Wireless Phone Accessory,500,Samsung
81,Sony Ericsson Xperia Ion 4G LT28a AT&T Android Smartphone - Black,Wireless Phone Accessory,299.99,Sony Ericsson
82,"LG G Vista, Black 8GB (AT&T)",Wireless Phone,354.99,LG
83,Nokia Lumia 520 GoPhone (AT&T),Wireless Phone Accessory,99.99,Nokia
84,"Amar®phablet 6"" Android 4.2 GSM Tablet Phone - Unlocked - At&t Dual Core Unlocked 6.0 Inch 960*540 IPS Screen Mtk8312 Dual Core Android 4.2 Wifi GPS 3g Coverage on All Us GSM Networks Like At&t, T Mobile,net 10 Simple Mogile Etc) Dual Sim Mobile Smart Phone NEW All in One 6"" Inch Phone, Tablet Pc, Gps, Ereader, Camera, Hd Camcorder: Ultra-thin Android Pad(android 4.2.2 Os) MTK Fourth-generation High-speed Smart Chip",Wireless Phone Accessory,500,amar
85,"Ionic Car Charger DC Adapter for Samsung Galaxy S4 SIV Model (AT&T, T-Mobile, Sprint, Verizon) Smartphone (Black)",Wireless Phone Accessory,29.85,Ionic Pro
86,"UleFone N9000 Quad Core 1.2ghz 5.7inch IPS Capacitive Touch Screen 3g Smartphone Android Os 4.2.2 with At&t, T-mobile, H20 PINK",Wireless Phone Accessory,500,UleFone
87,"3D Cute Teddy Bear Toy Doll Plush Cover Case For Mobile Smart Phones 8 (AT&T GoPhone ZTE Z998 Mustang, White)",Toy,500,Unknown
88,"Samsung Galaxy Note II, White 16GB (AT&T)",Wireless Phone,749.99,Samsung
89,inDigi® Unlocked! GSM TouchScreen Watch Phone ~Free Bluetooth Earphone [aT&T / T-Mobile] (US Seller),Watch,129.99,inDigi
90,Samsung Captivate Galaxy S SGH-i897 1GHz 3G GSM Android Smartphone - AT&T Wireless,Wireless Phone Accessory,144.94,Samsung
91,AT&T GoPhone ZTE Compel No-Contract Phone Smartphone Wallet Case {Dim Gray on Camel Brown Tan} with Credit Card Holder,Wireless Phone Accessory,34.99,Kroo
92,EasyTether,App,9.99,Mobile Stream
93,AT&T Universal Battery Pack 2000 for Smartphones - Retail Packaging - Black,Wireless Phone Accessory,29.99,AT&T
94,"Samsung Galaxy S III Mini, Blue 8GB (AT&T)",Wireless Phone,299.99,Samsung
95,AT&T GoPhone Avail 2 Prepaid Smartphone -NUDE BI FOLD PROTECTIVE PHONE HOLDER PLUS WALLET[ INCLUDES FULL LENGTH BILL SLOT AND CARD INSERTS] UNIVERSAL FIT,Misc.,31.99,Kroo
96,You Don't Have To Be Smart To Own A Smartphone: And Other Lessons to Excel at Your First Job After Graduation,Paperback,9.50,
97,"PU Synthetic leather Wallet case for Samsung Galaxy S5 S 5 2014 Smartphone (AT&T, T-Mobile, Sprint, Verizon)",Office Product,18.99,BBTbox
98,Samsung Galaxy S3 Blue AT&T Android Smart Phone,Wireless Phone Accessory,500,Samsung
99,"Pantech P8000 Crossover Adventure Phone (Identical to Moon & Bannik) Unlocked GSM 3G for AT&T Touchscreen Plus QWERTY Android 2.2 Froyo 3MP Camera, WIFI, GPS",Wireless Phone Accessory,129.99,Pantech
100,Sprint HTC Evo 4g Smart Phone (White),Unlocked Phone,229.99,Hyperion EA
101,HTC EVO Shift 4G Android Smartphone Blue - Sprint,Wireless Phone Accessory,0.00,HTC
102,"HTC EVO 4G Android Smartphone Sprint, No Contract, Clean ESN",Wireless Phone Accessory,499.99,Hyperion EA
103,"Sprint HTC Evo 4G Android Cell Phone (Black), Without Contract",Wireless Phone Accessory,199.00,HTC
104,Apple iPhone 4 8GB (White) - Sprint,Wireless Phone Accessory,399.00,Apple
105,Samsung Galaxy S III 16GB SPH-L710 White Android - Sprint,Wireless Phone Accessory,389.99,Samsung
106,"Samsung Galaxy S4, Black Mist 16GB (Sprint)",Wireless Phone,699.99,Samsung
107,HTC Evo 4G LTE 16GB Sprint CDMA Android Smartphone w/ Beats Audio Sound and Built-in Kickstand - Black,Wireless Phone Accessory,599.99,HTC
108,Apple iPhone 4 8GB (Black) - Sprint,Wireless Phone Accessory,149.99,Apple
109,Sprint Samsung Transform SPH-M920 Android Smart Phone,Wireless Phone Accessory,500,Samsung
110,Samsung Galaxy S III 16GB SPH-L710 Pebble Blue - Sprint,Wireless Phone Accessory,12.47,Samsung
111,LG Optimus S LS670 Purple Sprint [Non-retail Packaging],Wireless Phone Accessory,500,LG
112,HTC Evo 4G LTE 16GB Sprint CDMA Android Smartphone w/ Beats Audio Sound and Built-in kickstand - Black,Wireless Phone Accessory,157.50,HTC
113,Blackberry Style 9670 Smartphone - Sprint,Wireless Phone Accessory,500,BlackBerry
114,Samsung Galaxy Nexus L700 4G LTE 32GB Sprint CDMA Android Smartphone - Grey,Wireless Phone Accessory,500,Samsung
115,HTC Arrive 3G QWERTY Windows Phone 7 Sprint Smartphone,Wireless Phone Accessory,500,HTC
116,"LG G3, Metallic Black 32GB (Sprint)",Wireless Phone,699.99,LG
117,GB® S5H4 3G 4 inch unlocked dual SIM android smart phone (Black),Wireless Phone Accessory,500,GB®
118,"Samsung Galaxy S III SPH-L710 - 16GB - Marble White (Sprint) Smartphone, CLEAN ESN!",Wireless Phone Accessory,500,Samsung
119,Sprint LG Marquee LS855 Black (CDMA) Android Smartphone,Unlocked Phone,500,LG
120,Sprint LG Marquee LS855 Black (CDMA) Android Smartphone,Unlocked Phone,500,LG
121,Motorola Photon Q XT897 Sprint CDMA 4G LTE Android Smartphone w/ Touchscreen + Slide-out Keyboard - Black,Wireless Phone Accessory,500,Motorola
122,Samsung Epic 4G Touch Galaxy S II No Contract 8MP Android Smartphone - White Sprint,Wireless Phone Accessory,500,Samsung
123,Samsung Galaxy S4 Mini L520 16GB Sprint CDMA 4G LTE Android Smartphone - Black,Wireless Phone Accessory,599.99,Samsung
124,HTC EVO Design 4G Global 5MP Android Smartphone Black Sprint NEW,Wireless Phone Accessory,699.00,HTC
125,HTC EVO Shift 4G Android Phone (Sprint),Wireless Phone,429.00,HTC
126,Sprint Samsung Intercept SPH-M910 Android Smartphone (Gray),Wireless Phone Accessory,0.00,Samsung
127,"HTC EVO LTE, White 16GB (Sprint)",Wireless Phone,729.99,HTC
128,"Samsung Galaxy S III, White 16GB (Sprint)",Wireless Phone,549.99,Samsung
129,"Samsung Galaxy S5, Black 16GB (Sprint)",Wireless Phone,699.99,Samsung
130,"Samsung Galaxy S III, Blue 16GB (Sprint)",Wireless Phone,549.99,Samsung
131,Samsung Google Nexus S 4G Android Smartphone Black Sprint MINT,Unlocked Phone,500,Samsung
132,Motorola Photon 4G MB855 Sprint CDMA Android Cell Phone - Black,Wireless Phone Accessory,549.99,Motorola
133,Samsung Galaxy S II Touch 4G No Contract Sprint Cell Phone,Wireless Phone Accessory,500,Samsung
134,"HTC One M8 Harman/Kardon Edition, Black 32GB (Sprint)",Wireless Phone,729.99,HTC
135,Samsung Moment M900 Android Smartphone for Sprint Dark Black (Great Condition),Wireless Phone Accessory,0.00,Samsung
136,Sprint LG (LG LS 840) Viper 4G Android LTE Phone *NO CONTRACT*,Wireless Phone Accessory,500,LG
137,"Samsung Galaxy Note II, White 16GB (Sprint)",Wireless Phone,699.99,Samsung
138,Kyocera Rise C5155 Sprint CDMA Android Cell Phone - Black/Silver,Wireless Phone Accessory,500,Kyocera
139,"LG G2, Black 32GB (Sprint)",Wireless Phone,699.99,LG
140,Sprint Samsung Transform SPH-M920 Android Smart Phone,Wireless Phone Accessory,500,Samsung
141,"Samsung Galaxy S4, White Frost 16GB (Sprint)",Wireless Phone,699.99,Samsung
142,Samsung Epic 4G Touch Galaxy S II 16GB SPH-D710 Gray - Sprint,Wireless Phone Accessory,399.99,Samsung
143,Sprint Samsung Transform Ultra Sph-m930 3g Android Smartphone,Wireless Phone Accessory,500,Samsung
144,HTC Evo 4G LTE 16GB Sprint CDMA Dual-Core Android Smartphone w/ Beats Audio Sound and Built-in kickstand - Black,Wireless Phone Accessory,500,HTC
145,Sprint Samsung Epic 4g Android Cell Phone - no contract,Wireless Phone Accessory,500,Hyperion EA
146,BLACK Samsung Galaxy S II Epic 4G Touch SPH-D710 - BLACK (Sprint) Smartphone. CLEAN ESN!,Wireless Phone Accessory,450.00,Samsung
147,"HTC EVO LTE, Black 16GB (Sprint)",Wireless Phone,729.99,HTC
148,Blackberry Tour 9630 GSM Unlocked Cell Phone with 3.2 MP Camera and GPS - Unlocked Phone - No Warranty - Black,Wireless Phone Accessory,299.99,BlackBerry
149,Samsung Conquer 4G WiFi 1GHz Android Smartphone Sprint NEW,Unlocked Phone,0.00,Samsung
150,"Samsung Galaxy S5, Black 16GB (Verizon Wireless)",Wireless Phone,699.99,Samsung
151,"Samsung Galaxy S4, Black 16GB (Verizon Wireless)",Wireless Phone,699.99,Samsung
152,"Samsung Galaxy Note 4, Frosted White 32GB (Verizon Wireless)",Wireless Phone,699.99,Samsung
153,"Samsung Galaxy S5, White 16GB (Verizon Wireless)",Wireless Phone,699.99,Samsung
154,My Verizon Mobile,App,0.00,Verizon Wireless
155,Verizon Wireless 4G LTE MICRO SIM Card 3FF - Brand New and Unused,Wireless Phone Accessory,19.99,Verizon
156,Motorola Droid X Verizon Android Smart Phone - Ready To Activate - No Contract Extension Or Renewal,Wireless Phone Accessory,500,Motorola
157,"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",Wireless Phone,799.99,Samsung
158,"LG G3, Silk White 32GB (Verizon Wireless)",Wireless Phone,699.99,LG
159,Verizon Wireless 4G LTE Nano SIM Card 4FF,Wireless Phone Accessory,500,Verizon
160,"Samsung Galaxy S4, White 16GB (Verizon Wireless)",Wireless Phone,699.99,Samsung
161,Apple iPhone 5 32GB (Black) - Verizon Wireless,Wireless Phone Accessory,404.99,Apple
162,"HTC One M7, Silver 32GB (Verizon Wireless)",Wireless Phone,699.99,HTC
163,"Verizon Wireless MFI Apple Certified 2.1 AMP 30-Pin Rapid Vehicle Car Charger For Apple iPhone 4S / 4, iPhone 3G / 3GS, iPad 2, 3, 4, iPod Touch (4th Generation), iPod Nano (6th Generation) Retail Package",Wireless Phone Accessory,29.99,Verizon
164,Motorola Droid RAZR M XT907 8GB LTE 4G White - Verizon Wireless,Wireless Phone Accessory,500,Motorola
165,"Samsung Galaxy S5, Copper Gold 16GB (Verizon Wireless)",Wireless Phone,699.99,Samsung
166,"Samsung Galaxy Note 3, White 32GB (Verizon Wireless)",Wireless Phone,799.99,Samsung
167,"Samsung Galaxy Note 4, Charcoal Black 32GB (Verizon Wireless)",Wireless Phone,699.99,Samsung
168,HTC ThunderBolt 4G LTE Android Phone (Verizon Wireless),Wireless Phone Accessory,469.99,HTC
169,"HTC One M8, Gunmetal Grey 32GB (Verizon Wireless)",Wireless Phone,699.99,HTC
170,"Samsung Galaxy S4 Mini, Black 16GB (Verizon Wireless)",Wireless Phone,499.99,Samsung
171,HTC DROID INCREDIBLE Android Phone Black (Verizon Wireless),Wireless Phone Accessory,500,Hyperion EA
172,VERIZON WIRELESS CELL PHONE LG VS700 ENLIGHTEN ANDROID PHONE NO CONTRACT REQUIRED IN ORIGINAL BOX WORKS ON VERIZON WIRELESS OR PAGE PLUS NETWORK ONLY,Wireless Phone Accessory,259.99,Verizon
173,Verizon Messages,App,0.00,Verizon Wireless
174,"Samsung Galaxy S3, White 16GB (Verizon Wireless)",Wireless Phone,699.99,Samsung
175,Novatel Wireless MiFi 5510L Battery for Verizon Jetpack 4G LTE - Original OEM 40115126-001,Wireless Phone Accessory,500,Verizon
176,Samsung Gusto 2 SCH-U365 Flip Phone (Verizon Wireless) - Gray,Wireless Phone Accessory,49.99,Samsung
177,Verizon Wireless F256VW Home Phone Connect Device,Electronics,45.50,Verizon
178,Verizon LG Revolution 4G LTE Cell Phone Android Smartphone No Contract CDMA,Wireless Phone Accessory,349.95,LG
179,LG Optimus Exceed 2 (Verizon Prepaid Only),Wireless Phone Accessory,129.99,LG
180,Motorola Droid Bionic 4G LTE WiFi Android Smartphone Verizon Wireless,Wireless Phone Accessory,250.00,Hyperion EA
181,"LG G2, Black 32GB (Verizon Wireless)",Wireless Phone,699.99,LG
182,Verizon Wireless Ellipsis 7 POWERED (OTG) Micro-USB to USB 2.0 Adapter High Speed Data-Transfer Cable for connecting any compatible USB Accessory/Device/Drive/Flash/ and truly On-The-Go with Power Port!,Wireless Phone Accessory,29.99,Wireless Solutions
183,Moto G - Verizon Prepaid Phone (Verizon Prepaid Only),Wireless Phone Accessory,99.99,MOTCB
184,Verizon Wireless Ellipsis 7 Case | Universal 360 Degree Rotating 7-inch Tablet Cover with Stand - HOT PINK. Bonus Ekatomi Screen Cleaner,Electronics,27.99,Kroo
185,Verizon MiFi Jetpack 4620L Verizon Wireless Wi-Fi 4G LTE Hotspot Modem,Wireless Phone Accessory,500,Novatel Wireless
186,"Samsung Galaxy S3, Blue 16GB (Verizon Wireless)",Wireless Phone,699.99,Samsung
187,Casio G'zOne Ravine C751 Phone (Verizon Wireless) No Contract,,500,Casio
188,LG Optimus Zone Prepaid Phone (Verizon Wireless) - For Prepaid Verizon Smartphone Plan,Wireless Phone Accessory,79.99,LG
189,"LG G2, White 32GB (Verizon Wireless)",Wireless Phone,699.99,LG
190,Verizon Wireless Ellipsis 7 Universal Protective messenger bag in Hot pink/ Black,Electronics,26.99,Kroo
191,"Stay (Wasting Time) (From Verizon Wireless Amp., Selma, TX)",MP3 Music,500,
192,"LTL Acorn 12M MMS Wireless No-Glow Trail Camera, Camouflage",Sports,314.95,LTL Acorn
193,Verizon Original Micro-USB Wall Charger with Detachable Data Cable Wireless ECO Travel EMICUSBDTVL cell phone,Wireless Phone Accessory,29.99,Verizon
194,Verizon Wireless KPC680 Express Card,CD-ROM,500,Verizon
195,EKATOMI© Universal Tablet Flip Case Foilo Cover With Stand For Verizon Wireless Ellipsis 7 [BLACK],Misc.,29.99,Kroo
196,Incipio DualPro Case for LG G2 (Verizon) - Carrying Case - Retail Packaging - Black/Black,Wireless Phone Accessory,29.99,Incipio
197,Live Phish: 7/3/10 Verizon Wireless at Encore Park [LIMITED EDITION],Audio CD,19.98,
198,"Fitbit Flex Wireless Activity + Sleep Wristband, Slate",Health and Beauty,99.95,Fitbit
199,A Simple Guide to Verizon iPhone 4 (Simple Guides),Paperback,10.95,
200,Nokia Lumia 520 GoPhone (AT&T),Wireless Phone Accessory,99.99,Nokia
201,"HTC EVO 4G Android Smartphone Sprint, No Contract, Clean ESN",Wireless Phone Accessory,499.99,Hyperion EA
202,Nokia Lumia 521 (T-Mobile),Wireless Phone Accessory,149.99,Nokia
203,Samsung Galaxy S III Triband (Boost Mobile),Wireless Phone Accessory,399.99,Samsung
204,Motorola Droid X Verizon Android Smart Phone - Ready To Activate - No Contract Extension Or Renewal,Wireless Phone Accessory,500,Motorola
205,Sony Xperia E C1604 Dual-SIM Unlocked Android Phone--U.S. Warranty (Black),Wireless Phone Accessory,209.99,Sony
206,LG Optimus F3 (Virgin Mobile),Wireless Phone Accessory,179.99,LG
207,Verizon LG Revolution 4G LTE Cell Phone Android Smartphone No Contract CDMA,Wireless Phone Accessory,349.95,LG
208,Samsung Galaxy Prevail II (Boost Mobile),Wireless Phone Accessory,179.99,Samsung
209,S390G Smartphone - Wi-Fi - 3G - Bar - Black,Electronics,49.99,Straight Talk
210,Samsung Galaxy S III (Virgin Mobile),Wireless Phone Accessory,399.99,Samsung
211,Samsung Galaxy Express GoPhone (AT&T),Wireless Phone Accessory,249.99,Samsung
